,OH,HSO3,HO2,SO3,H2SO4,H2O
0,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,1.4218098583267976e-07,25185427.27550375,8.137975196103058e+16
1,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,1.1239386286754074e-05,25185402.71132288,1.3563291993505096e+16
2,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,4.185260827197109e-08,25185427.7890286,1.4919621192855603e+17
3,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,1.9735121549820822e-08,25185427.903816417,2.1701267189608157e+17
4,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,1.1446040936568375e-08,25185427.946985193,2.8482913186360698e+17
5,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,7.463829178878914e-09,25185427.96775321,3.526455918311325e+17
6,8.95881030399238e-06,6.664711517233597e-08,37547357.991758786,5.2490631979273805e-09,25185427.979311816,4.204620517986581e+17
