,OH,HSO3,HO2,SO3,H2SO4,H2O
0,1.3747847888543914e-05,1.022751181091959e-07,298559153.2876895,1.3178222958641165e-07,204886870.53549677,1.0440169875997997e+17
1,1.640340407639295e-05,1.2203103691349935e-07,362742199.650897,1.0569992216326787e-07,249326382.6569989,1.2714426279519538e+17
2,2.0016093049142487e-05,1.4890768837154182e-07,454227801.1057267,8.151417798228823e-08,312912151.23638797,1.597524474454025e+17
3,2.2067097103511356e-05,1.6416625922894253e-07,508526050.1604413,7.135198742192965e-08,350786841.1687486,1.7921303387464704e+17
4,1.0845873710362843e-05,8.068609818722755e-08,231099652.59489295,1.7545944896916059e-07,158328862.76783943,8.061650916879069e+16
