,OH,HOI,HO2,I,I2
0,9765762.881714009,8036936.650738587,21129470.2979818,7871847.847595161,4110411380.358414
1,16126530.124927487,10287496.348720655,31694201.78128201,10080283.11899683,3352966728.708576
2,22885872.84580302,12066538.010730768,42258929.88826709,11827581.07367296,2863571779.3936253
3,29997575.089050613,13429270.046379803,52823654.38864231,13167554.49438389,2492390070.1267557
4,38232831.6892404,13465830.140140565,63388378.06934889,13208168.751619922,2022867814.029748
5,45770561.03268274,14328578.574371645,73953096.07281823,14058401.173574442,1822173420.0094204
6,54310126.471264385,14012600.182389297,84517815.66067064,13752779.930701902,1530986873.4970832
7,25230574.86069865,9290105.654793173,42258933.323504165,9108153.830025282,2102927701.5372393
