,0,1,2,3,4,5,6,7,8
OH,0.8346463079756569,20.327300931365443,57.60063767357471,221.05694676967568,512.5612788608913,680.0147368323625,807.2910217694006,949.8165524248459,1150.9183696521634
HSO3,0.0062051567142671115,0.15112284340185822,0.4282308240439266,1.6434474750526507,3.8106521286886466,5.055602323817395,6.001855301792346,7.0614851896677795,8.556618072461537
HO2,287929.2559487777,7014821.904884675,19891061.882586032,76563732.27681227,178468791.31031123,237495039.81182617,282598145.04509217,333351077.75352496,405406450.3365626
SO3,152377.55809310894,2046028.0769910289,166406.56518239906,59.80467962192106,20.86260385859489,15.33785038168135,12.762324430740907,10.730684092720765,8.743939958267115
H2SO4,161.8983199478695,1720604.8322753473,10765392.33043878,42500871.5949006,99186723.6816706,132041622.73392968,157161447.75946897,185444913.8406324,225633535.56893927
