,0,1,2,3,4,5,6,7,8,9,10,11,12
OH,32.37364774702696,34.920397655291126,82.00837044603102,52.95082891313218,65.81320409865639,80.77198536727423,94.83689584008066,102.31407207011267,115.81658406306734,129.88683428113387,100.19755427967016,50.45056548871529,30.568849925917842
HSO3,0.2406811669297277,0.25961495331940315,0.6096908189331123,0.39366214000537386,0.489287567020954,0.6004988856665738,0.7050648485243098,0.7606541766002869,0.8610391731344585,0.9656451795271962,0.7449188471313322,0.37507392570328824,0.2272634185240781
HO2,35416885.41451749,38209365.75423015,90007307.63724999,58005938.280792795,72156544.89866807,88643209.59966704,104173846.37237257,112441737.77311866,127392397.41612671,142999435.86801416,110100586.3221621,55257999.2165671,33438505.607362144
SO3,43.10810439849398,33.57058156329677,7.919436783638852,14.26095637797045,10.454200843912757,8.06634274034877,6.67141097675525,6.115790368385631,5.321214924739974,4.689931887886101,6.26311075091917,15.397168999812642,54.543326553715886
H2SO4,19841244.444155574,21412676.334674824,50534784.247463234,32545753.44883824,40500528.23747306,49767986.95497583,58498503.99481927,63146651.01346781,71552644.2325544,80329028.27954954,61830442.27765282,31000827.87505019,18727663.890729748
