,0,1,2,3,4,5,6,7,8
OH,4.546160674199919e-07,1.9205175441247653e-05,6.024127456836744e-05,0.00028119959893879975,0.000510328057417047,0.000630523117304406,0.0007143822953503931,0.0010022179852973998,0.001453350014416481
HSO3,3.378762088355788e-09,1.4273522770441432e-07,4.4772070686683e-07,2.089914234319035e-06,3.792835394020885e-06,4.686147778328682e-06,5.309406077484475e-06,7.4486656173416665e-06,1.0801602060834567e-05
HO2,93095.26018429684,3936226.725594829,12370480.14654161,58345042.82913643,107039893.0278163,133009960.42003244,151306003.30526793,215234926.69799203,319080909.29640913
SO3,52098.563646869035,1083920.8068528487,14644.470925653904,0.00011250037631087146,4.7459056459605065e-05,3.673614573481566e-05,3.1712898509775924e-05,2.14053420975272e-05,1.3830573953585957e-05
H2SO4,63.96918920344005,1192140.4986917865,7477823.2072851695,35580847.9001857,65363669.52311726,81279038.68553367,92506412.76275286,131844904.2854072,196171442.28700244
