,OH,SO2,HSO3,HO2,H2O,O2,H2O2,SO3,H2SO4,CO,O3
0,128732830.04603568,17877772173.69577,0.0,3.414663606965945e-10,3.023608081591783e+16,4754731916223980.0,1818576395.1577332,0.0,1008952941.7231352,2624990016317.9863,1063978763553.1218
