,0,1,2,3,4,5,6,7,8
OH,2.819450415432294e-06,3.9558699039844415e-06,5.0619189433667874e-05,0.0001137887135615478,0.00028235084138069976,0.00041724107602125727,0.0004732316379379728,0.0006069479066496356,0.0008194622271990742
HSO3,2.0954527259862207e-08,2.9400546986240047e-08,3.762086195854136e-07,8.456933988137932e-07,2.098472937187489e-06,3.101000068217387e-06,3.5171320315438447e-06,4.510936920209109e-06,6.0903882612639285e-06
HO2,548123.0709773265,769089.819186085,9861238.321423102,22228537.819649454,55565461.14719163,82600338.46034305,93916712.58412355,121170086.97827822,165154962.33053976
SO3,295060.0220590657,398454.11386433174,90273.27175961915,2.006562630835187,0.00013251851158306772,7.070340521649621e-05,5.975435188684171e-05,4.381075123858142e-05,3.074142748480938e-05
H2SO4,12438.938911026784,33698.53901821297,5851595.673837677,13514663.876055147,33857220.92201504,50368735.76092804,57286341.30345838,73962972.18910217,100933808.60260525
