,0,1,2,3,4,5,6,7,8,9
OH,0.6602875204089921,1.3260347792673401,2.6476904398190526,3.9649808522014407,5.2779198823318225,7.89079923464366,10.486439320663308,13.064950872046351,7.89079923464366,2.6476904398190526
HSO3,0.0049073142482500085,0.009855208884569382,0.019677884400185426,0.02946812955985282,0.039226047342262586,0.058645312505756365,0.07793650295337126,0.0971004410637554,0.058645312505756365,0.019677884400185426
HO2,8626009.523717804,17101222.646627344,34191982.04557252,51272102.87033315,68341410.22548541,102446887.13581228,136507022.4568872,170520433.1383785,102446887.13581228,34191982.04557252
SO3,2601524.8887388413,1057414.9077516075,10953.684485236745,47.25481237941624,6.536084421359893,2.585792368703122,1.6965531817579373,1.2807150713550395,2.585792368703122,10953.684485236745
H2SO4,2040087.7221409155,8293514.409253835,18925264.831129707,28517226.7105811,38070893.65123438,57136707.809034854,76175323.18084314,95195006.61902368,57136707.809034854,18925264.831129707
