,N2flow1,H2Oflow2,N2flow2,H2Oflow1,SO2flow,UVC,O2flow1,H2Oconc2,H2Oconc1,Q2,Q1,O2flow2
0,11763.28927300624,0,12847.336324045096,400.0,5,1,50,1.4269862597000563e+17,2.7340454460168666e+17,22500.0,9652.663675954904,0
1,11763.28927300624,0,12911.329262446014,400.0,5,1,50,1.5507925825290152e+16,3.628991405034918e+16,22500.0,9588.670737553986,0
2,11763.28927300624,0,12783.343385644177,400.0,5,1,50,2.5334903431696765e+17,4.102744230534879e+17,22500.0,9716.656614355823,0
3,11763.28927300624,0,12719.350447243258,400.0,5,1,50,2.949464971791662e+17,4.135925787472503e+17,22500.0,9780.649552756742,0
4,11763.28927300624,0,12655.35750884234,400.0,5,1,50,3.1636484635750394e+17,3.911740393468727e+17,22500.0,9844.64249115766,0
5,11763.28927300624,0,12591.364570441421,400.0,5,1,50,3.31762031769252e+17,3.66839263005643e+17,22500.0,9908.635429558579,0
6,11763.28927300624,0,12527.371632040504,400.0,5,1,50,3.4290562079497504e+17,3.4290562079497504e+17,22500.0,9972.628367959496,0
