,N2flow2,H2Oflow2,N2flow1,H2Oflow1,SO2flow,O2flow1,UVC,H2Oconc2,H2Oconc1,Q1,Q2,O2flow2
0,12911.329262446014,0.0,11763.28927300624,0.0,5,50,0,82930035169124.8,82930035169124.8,9588.670737553986,22500.0,0
1,12911.329262446014,0.0,11763.28927300624,0.0,5,50,1,64769606388451.7,64769606388451.7,9588.670737553986,22500.0,0
2,12911.329262446014,0.0,11763.28927300624,100.0,5,50,1,1275022082430909.0,2892423596737539.0,9588.670737553986,22500.0,0
3,12911.329262446014,0.0,11763.28927300624,200.0,5,50,1,4011825689164106.0,9314385809948870.0,9588.670737553986,22500.0,0
4,12911.329262446014,0.0,11763.28927300624,400.0,5,50,1,1.897382944718201e+16,4.4423014917102776e+16,9588.670737553986,22500.0,0
5,12911.329262446014,0.0,11763.28927300624,600.0,5,50,1,3.4875979995893676e+16,8.173771652059998e+16,9588.670737553986,22500.0,0
6,12911.329262446014,0.0,10693.899339096582,800.0,5,50,1,4.337641624701356e+16,1.0168415340273518e+17,9588.670737553986,22500.0,0
7,12911.329262446014,0.0,10693.899339096582,1000.0,5,50,1,4.9375089680976024e+16,1.1576015579747229e+17,9588.670737553986,22500.0,0
8,12911.329262446014,0.0,10159.204372141752,1660.7239819008032,5,50,1,6.995197832639049e+16,1.6404422010563197e+17,9588.670737553986,22500.0,0
